ID,X,Y,Z
756,0.475446,6.101522,8.561858
757,-4.320554,7.177522,6.371856
758,7.845448,-1.446478,6.875856
759,-3.780554,-1.252478,-9.754144
760,-10.308554,-2.192478,0.183856
761,-5.748554,-2.526478,-8.480144
762,-4.722554,4.361522,8.369856
763,3.665448,-9.87848,-0.618144
764,3.819446,4.875522,8.547858
765,-9.062554,4.769522,2.561858
766,-5.750554,1.615522,-8.734144
767,-7.740554,-1.922478,6.957858
768,6.459446,8.331522,0.961856
769,9.499446,-1.120478,4.551856
770,0.939446,-5.772478,-8.860144
771,-8.648554,-5.106478,-3.446144
772,4.249446,7.689522,-5.972144
773,6.795446,4.359522,6.915858
774,5.409446,3.669524,8.389856
775,-7.410554,4.953522,-5.806144
776,-7.598554,-4.200478,6.153856
777,-9.516554,-1.810478,-4.412144
778,-8.996554,-5.692478,-0.310144
779,6.017446,6.711524,5.679858
780,2.157446,9.461524,4.405858
781,9.275446,-5.116478,1.197858
782,9.657446,4.427522,-0.970144
783,-9.746554,1.283522,4.149856
784,3.897446,8.897522,-4.418144
785,-4.296554,4.655524,-8.592144
786,-5.300554,-7.902478,-4.882144
787,-0.264554,-8.840478,6.015856
788,-9.986556,3.751522,-0.830142
789,4.909446,5.105522,-8.050144
790,5.723446,-8.81248,2.135856
791,4.351446,7.789522,5.963856
792,-7.188554,-7.294478,3.215856
793,-0.370554,10.427522,-2.546144
794,2.555446,-9.622478,4.031856
795,-7.194554,-3.264478,-7.278144
796,6.907446,-6.268478,-5.336144
797,10.283448,-1.522478,2.755856
798,-6.132554,-6.224478,-6.270144
799,2.165448,-4.376478,-9.600144
800,5.615446,-6.328478,6.669858
801,-1.852554,-6.934478,8.039856
802,0.439446,4.421522,9.821858
803,9.821448,-3.998478,-1.962142
804,9.089448,5.019522,-2.926144
805,-5.102554,-9.492478,-0.490142
806,-4.006554,-3.218478,-9.486146
807,1.497446,-4.168478,9.843856
808,-0.276554,-10.726478,1.187856
809,-4.510554,9.747522,-1.116144
810,-3.172554,10.319522,0.257856
811,9.977448,-2.030478,-3.646142
812,-6.544554,-5.906478,6.271856
813,-7.898554,-7.310478,1.333856
814,-6.520554,6.985524,-5.130144
815,-9.206554,1.473522,-5.546144
816,-0.344552,-2.170476,-10.628144
817,5.117446,-3.366478,8.981858
818,2.829446,-8.520478,-6.136144
819,4.333446,2.379522,9.687856
820,-9.784554,-3.460478,-3.304144
821,1.305446,-10.552478,2.395856
822,10.683446,-1.934478,-0.982144
823,-8.788554,6.313522,1.321856
824,-9.012554,-4.080478,4.581856
825,4.957448,-5.206478,8.197856
826,-1.934554,-9.446478,5.099858
827,-1.230554,7.083522,8.217858
828,0.839448,9.301524,-5.664144
829,-10.406556,2.189522,2.493856
830,8.131446,3.957524,-6.132144
831,8.707448,-6.606478,-0.006144
832,-6.742554,-8.600478,0.315856
833,-1.714554,-5.206478,9.459856
834,10.807448,0.083522,1.673856
835,2.325448,9.981524,-3.838144
836,-5.044554,6.813522,-6.928144
837,10.251448,-3.846478,-0.014142
838,-8.586554,3.341522,-5.940144
839,5.719446,0.293522,-9.350144
840,-6.896554,7.839524,-3.348144
841,-1.214554,5.473522,9.427856
842,9.191446,-2.680478,-5.358144
843,1.239446,2.661522,10.581858
844,-9.820554,-2.090476,4.467858
845,-4.368554,-0.160478,10.083856
846,1.581446,-2.694478,-10.538146
847,-10.686554,0.209522,2.577856
848,-2.044554,9.853524,4.435856
849,3.705446,2.703522,-9.998144
850,-10.972556,-0.380478,0.687856
851,-2.942554,6.141524,-8.650144
852,9.867446,0.825522,4.825858
853,9.073446,2.225522,-5.836144
854,-5.046554,-9.194478,-3.368144
855,4.129446,9.153522,4.529856
856,-5.340554,9.217524,-2.856144
857,7.679448,5.595522,5.619856
858,8.505448,-5.422478,-4.488144
859,6.637448,2.197524,-8.562144
860,-0.034554,8.361522,7.243856
861,-3.856554,-10.020478,2.679858
862,0.273448,-7.284478,8.341856
863,-10.406556,3.639522,1.121856
864,-1.688554,10.055522,-4.340144
865,5.231448,-3.310478,-9.192144
866,8.495448,3.821522,6.007856
867,2.451446,6.307522,8.779858
868,-7.264554,8.295522,-1.158144
869,0.349446,11.055522,-0.792142
870,2.645446,8.787524,6.229856
871,1.193448,7.273524,-8.294144
872,-8.548554,-0.098478,7.075858
873,6.421446,-0.452478,9.039856
874,2.677446,-10.406478,-2.796144
875,-3.706554,-5.160478,-9.116144
876,-9.182554,2.691522,5.663856
877,5.777446,-7.922478,-5.252144
878,8.641448,6.997522,0.351856
879,-0.842554,10.739522,2.777856
880,2.461446,-0.288478,10.845858
881,-1.362554,-10.918478,-1.646142
882,-2.306554,-8.49648,6.811858
883,5.637448,6.621522,-6.950144
884,0.185446,-7.512478,-8.220144
885,-2.210554,-0.756478,-10.894144
886,-7.262554,3.903522,-7.506144
887,-3.752554,8.961524,5.497856
888,8.295446,7.105522,2.315856
889,-5.524554,-4.512478,-8.592144
890,-0.538554,-10.700478,3.159856
891,-3.164554,5.027524,9.469856
892,-5.036554,-8.266478,5.603858
893,-3.094552,-6.936478,-8.212144
894,-2.356554,10.649522,-2.492144
895,-6.460554,9.053522,1.239856
896,1.981448,-2.458478,10.741858
897,-3.766554,-7.320478,7.589858
898,4.343446,-9.830478,3.149856
899,-0.394554,-9.93048,-5.164144
900,-9.900554,-4.890478,-1.902144
901,11.091446,0.379522,-1.560144
902,9.235446,-2.686478,5.767856
903,10.027446,0.687522,-4.976144
904,-4.972554,0.325522,-10.048144
905,-2.410552,9.029522,-6.202144
906,-8.408554,7.091522,-2.266144
907,-8.905754,-3.686078,-5.767744
908,5.439448,-9.700478,-1.658144
909,-6.786554,-8.226478,-3.576144
910,4.609446,-1.224478,-10.190144
911,-2.022554,1.229522,-11.006144
912,0.833446,9.561524,5.901858
913,2.847446,-6.376478,-8.842144
914,9.225446,-0.054478,6.499856
915,8.987446,-1.244478,-6.726144
916,-4.594554,1.823522,10.155858
917,-2.644554,-0.952478,10.941856
918,-3.098554,-8.592478,-6.668144
919,7.867446,-7.134478,3.901858
920,-1.644554,11.177522,-0.704144
921,-6.416554,-0.834478,-9.296144
922,0.195446,-5.696478,9.793858
923,8.717448,6.059522,3.963856
924,-8.402554,-7.586478,-0.586144
925,3.359446,10.645524,-1.984144
926,-6.378554,6.899522,6.345856
927,0.837446,0.999524,-11.264144
928,7.965446,-5.914478,5.499856
929,0.819446,-11.04848,-2.452144
930,-6.824554,5.209522,7.425858
931,8.551446,5.771522,-4.740144
932,-3.202554,7.819522,-7.584144
933,10.457448,3.581522,-2.596144
934,2.871446,10.597522,2.917856
935,-10.580554,-4.146478,-0.160142
936,-7.776554,0.409524,-8.278144
937,4.849448,-1.160478,10.221858
938,-4.874554,-7.688478,-6.826144
939,-5.936554,3.583522,-9.024144
940,-7.104554,3.395524,8.219856
941,-6.218554,0.739522,9.505858
942,-2.878554,1.119522,10.957858
943,1.075446,11.283524,1.211856
944,3.601446,-3.198478,-10.336144
945,7.189448,4.001522,-7.896144
946,8.051446,0.883522,-8.028144
947,2.297448,11.179524,-0.362144
948,-2.370554,-10.078478,-4.824144
949,4.081446,-4.926478,-9.466144
950,-9.974554,3.297522,-4.496144
951,11.259448,1.813522,0.769856
952,-6.776554,-4.740478,7.899856
953,0.023448,-2.606478,11.135856
954,-1.960554,8.845522,6.995858
955,-0.718554,-0.670476,11.407856
956,1.503446,-9.788478,5.763856
957,-0.738554,1.329522,11.357856
958,0.481448,-11.438478,-0.516144
959,2.103446,-8.008478,-7.928144
960,2.975446,1.633522,10.949858
961,-2.386554,-11.212478,0.259858
962,6.279446,-9.594478,0.181856
963,-11.356554,-1.130478,-1.148144
964,-4.074554,9.809522,-4.330142
965,-9.066556,-6.666478,-2.240142
966,-10.992554,-1.758478,2.781856
967,4.523448,-8.868478,5.709856
968,-1.152554,5.387522,-10.068144
969,3.183446,7.023524,-8.510144
970,-11.428554,0.841522,-0.834144
971,-10.978554,-1.506478,-3.082144
972,-1.270554,7.627524,-8.518144
973,5.807448,-5.166478,-8.486146
974,6.055446,8.567522,4.729856
975,2.807446,9.413522,-6.020144
976,2.575448,4.311522,-10.370144
977,4.129446,0.791522,-10.738144
978,-5.596554,9.637524,2.965856
979,10.399446,2.531522,-4.296144
980,-3.890554,1.883522,-10.700144
981,1.037446,-0.982478,-11.452144
982,-4.316554,-3.154478,10.229856
983,-9.828554,5.831522,-1.636144
984,-8.036554,8.053522,1.975856
985,11.005448,1.307522,3.249856
986,-8.014554,5.829524,5.933856
987,-8.276554,-6.974478,-4.046144
988,-8.372554,4.083522,6.839858
989,-7.700554,-5.164478,-6.908144
990,-4.386554,8.713522,-6.232144
991,-9.316556,-2.936478,6.213856
992,-10.658554,-0.174478,-4.548144
993,8.711446,-6.942478,-3.202144
994,1.419446,-10.654478,-4.348144
995,7.307448,-8.734478,-2.184144
996,-9.552556,5.505522,-3.592144
997,5.665448,10.107522,0.463856
998,7.251446,-5.364478,7.303856
999,-9.914554,-5.148478,3.157856
1000,-9.766554,-0.816476,-6.226144
1001,5.775446,3.833522,-9.320144
1002,-10.264554,5.445522,0.283856
1003,-5.560554,-6.498478,7.889856
1004,6.533448,-8.780478,3.961856
1005,4.515446,-9.462478,-5.064144
1006,-0.840554,-11.054478,-3.576144
1007,7.335448,8.007522,-4.222144
1008,8.375446,7.883522,-1.868142
1009,-3.074554,4.839524,-10.164144
1010,11.401448,-2.252478,1.097856
1011,9.841446,5.841522,2.319856
1012,-7.594554,-7.226478,5.175856
1013,3.211446,-11.054478,2.051856
1014,2.435446,-11.386478,-1.076144
1015,-7.090554,-9.026478,2.233856
1016,1.335446,-9.846478,-6.168144
1017,10.025446,-5.876478,-1.328144
1018,4.833446,10.225522,2.989856
1019,2.537446,-7.658478,8.471858
1020,1.099448,-8.906478,7.509858
1021,9.981448,4.521522,4.111856
1022,7.195446,9.187522,-0.918144
1023,0.653446,4.771522,-10.678144
1024,-11.066556,-3.476478,1.649856
1025,-11.368556,0.463522,-2.796144
1026,-4.240554,-9.544478,-5.324144
1027,5.313446,7.165524,7.609858
1028,-11.288556,2.347522,-2.144144
1029,-10.830554,-0.364478,4.489856
1030,-3.142554,7.783524,8.193858
1031,-5.464554,6.521522,8.077856
1032,-9.982554,0.911522,6.099858
1033,10.783448,4.519522,1.013856
1034,8.781446,2.419524,7.411858
1035,7.391448,-8.154478,-4.096144
1036,7.765446,-8.476478,2.417856
1037,-0.998554,3.683524,-11.110144
1038,-5.126554,10.527524,0.991856
1039,-7.864554,7.451522,4.557856
1040,5.651448,0.961522,10.265858
1041,-0.516554,9.293522,-7.186144
1042,-4.600554,-10.626478,-2.052144
1043,8.043448,-4.572478,-7.262144
1044,0.621446,10.967524,-4.204144
1045,-8.888554,1.831522,7.495858
1046,7.019448,-3.874478,8.619856
1047,7.271446,1.367524,9.157856
1048,-2.432554,-10.880478,3.787858
1049,-8.872554,7.745524,-0.074144
1050,4.677446,-8.338478,-6.880144
1051,2.971446,-1.476478,-11.302146
1052,-1.962554,-2.804478,11.289856
1053,10.249446,-4.050478,4.211856
1054,1.027446,11.309522,3.209856
1055,-2.100554,11.523524,1.437856
1056,11.78943,-0.570478,0.065856
1057,3.049446,8.073522,8.053856
1058,5.071448,-10.566478,1.429858
1059,-1.316554,-9.454478,-6.956144
1060,6.187446,8.193524,-5.840144
1061,3.047448,-8.972478,7.059856
1062,-0.328554,-10.636478,5.155858
1063,5.291446,10.483522,-1.470144
1064,1.24104,1.024724,11.725846
1065,-10.744554,4.225522,-2.620144
1066,7.723446,7.489522,4.953858
1067,-0.484554,3.311522,11.363858
1068,-7.584554,2.399522,-8.782144
1069,11.211446,3.065524,2.315856
1070,-5.300554,-10.510478,1.393856
1071,5.587446,2.077522,-10.248144
1072,6.025446,5.561524,8.569856
1073,7.827446,5.905524,-6.688144
1074,-9.762554,-6.530478,1.719856
1075,11.311448,0.951522,-3.476142
1076,-11.264554,-3.190478,-1.980144
1077,5.997446,-9.546478,-3.730144
1078,-10.078554,-1.084478,6.191856
1079,10.027446,2.549522,5.835858
1080,9.803446,6.579524,-1.362144
1081,-2.208554,-6.246478,-9.874144
1082,-9.812554,4.479522,5.019858
1083,1.923446,6.323522,-9.900144
1084,11.415448,3.369522,-0.496144
1085,3.953448,5.623522,-9.732144
1086,-9.338554,6.203522,4.039856
1087,2.533448,2.039522,-11.466144
1088,-11.600554,2.731522,-0.190144
1089,-7.116554,6.541522,-6.986144
1090,7.005448,-6.284478,-7.330144
1091,-6.058554,-3.850478,9.539856
1092,7.529448,8.651524,3.335858
1093,-5.432554,-2.160478,-10.416144
1094,-6.458554,10.031522,-0.584144
1095,1.459446,9.119522,-7.578144
1096,8.903446,-4.498478,6.577856
1097,11.537446,-0.970478,-2.956144
1098,3.735446,-6.360478,9.409856
1099,4.987446,-6.980478,-8.328144
1100,10.103446,-5.490478,-3.286144
1101,5.913446,9.461524,-4.316144
1102,-4.678554,-5.304478,9.649856
1103,10.473446,-3.830478,-4.348144
1104,10.103446,4.509524,-4.582144
1105,8.731448,2.737522,-7.732144
1106,10.571448,-1.164478,-5.516144
1107,-3.314554,3.067522,11.097856
1108,9.739446,0.661522,-6.960144
1109,-6.104554,-1.946478,10.135856
1110,-3.154554,-6.582478,9.519858
1111,-7.716554,-2.048478,8.959856
1112,-9.106554,-6.920478,3.683856
1113,1.257446,7.901524,8.967858
1114,-3.716554,-9.700478,6.073856
1115,-1.048554,-4.940478,-10.928144
1116,-10.808554,4.151522,3.319856
1117,-0.900554,-4.494478,11.145856
1118,11.403446,-2.932478,-2.582144
1119,-6.524554,5.445522,-8.552146
1120,-9.084554,-5.688478,-5.522144
1121,-11.898554,1.347522,1.463856
1122,-7.668554,-2.368478,-9.008144
1123,-8.406554,-3.584478,7.881856
1124,-3.004554,-4.354478,-10.852144
1125,9.659446,-6.350478,3.483856
1126,-8.788554,-5.790478,5.917856
1127,-4.324554,10.945522,-2.704144
1128,6.493446,-2.248478,9.929858
1129,-4.886554,6.543522,-8.908144
1130,0.811448,3.035522,-11.670146
1131,8.219446,-2.158478,-8.598144
1132,-8.966554,-1.210478,-8.024144
1133,-8.068554,-0.078478,9.015858
1134,-0.692554,-0.184476,-12.080144
1135,7.573446,-0.464478,-9.432144
1136,-1.996554,4.579524,11.029858
1137,-2.734554,-11.40248,-3.030144
1138,3.203448,-4.260478,10.875856
1139,1.153446,11.801524,-2.468144
1140,-3.978554,10.589524,4.329856
1141,-5.584554,8.725522,6.277856
1142,1.39865,-11.227278,4.335858
1143,-6.636554,9.031522,4.603858
1144,4.459446,10.659524,-3.652144
1145,0.031446,6.991522,-9.900144
1146,-5.798554,-10.130478,3.283858
1147,10.775446,-4.968478,2.511856
1148,1.114648,-1.187276,12.021836
1149,-8.508554,6.629522,-5.554144
1150,11.387448,-0.428478,4.173856
1151,3.495448,3.557522,11.071858
1152,1.295446,6.137522,10.399856
1153,-0.354554,11.211524,4.665858
1154,-1.582554,-7.976478,-9.026144
1155,-11.218554,1.733522,-4.330142
1156,6.247446,2.847522,10.023858
1157,-6.542554,-10.090478,-1.746144
1158,8.861446,-2.910478,7.793858
1159,-6.668554,-9.010478,4.711856
1160,-8.234554,-8.658478,-2.264142
1161,-4.784554,4.205522,10.361856
1162,3.211446,5.433524,10.397858
1163,9.831448,-6.988478,1.597856
1164,7.257446,-3.868478,-8.968144
1165,0.877448,-5.470478,-10.836144
1166,4.987446,4.527524,10.139856
1167,9.575448,-4.586478,-5.962144
1168,-9.644554,4.985524,-5.522144
1169,-4.428554,-11.354478,-0.196144
1170,8.133446,-9.072478,-0.376144
1171,-6.548554,-6.188478,-8.226144
1172,9.247446,-7.828478,-1.490142
1173,-3.134554,-4.754478,10.797858
1174,6.749446,-2.198478,-9.942144
1175,-9.220554,2.471524,-7.634144
1176,8.115446,-1.512478,9.023858
1177,7.223446,6.679524,7.277856
1178,-3.450554,-2.442478,-11.486146
1179,-6.348554,2.997522,10.025856
1180,-3.952554,11.347522,2.385856
1181,11.493446,-3.114478,2.931856
1182,4.441446,6.615522,9.323856
1183,-10.942554,-3.716478,4.107856
1184,-0.494554,10.773524,-5.854144
1185,4.301446,-11.35048,-1.818144
1186,-6.582554,-7.828478,6.787858
1187,-10.972556,2.769522,4.763856
1188,-1.056552,-7.270478,9.843856
1189,5.279446,-7.192478,8.451856
1190,11.089448,-2.312478,4.767856
1191,1.605446,-12.130478,1.159856
1192,2.109446,-5.932478,10.557858
1193,0.339446,-3.734478,-11.712144
1194,-1.626554,-3.224478,-11.760144
1195,4.263446,0.228726,11.537858
1196,-0.902554,10.449522,6.433856
1197,9.407446,-3.114478,-7.296144
1198,11.923434,2.253522,-2.082144
1199,3.881446,-11.684478,0.273858
1200,6.793448,5.897522,-8.412144
1201,1.72065,4.429116,11.363858
1202,9.575448,6.957524,-3.412144
1203,-0.364554,7.177522,10.015858
1204,-0.346554,-6.916478,-10.200144
1205,-6.390554,4.887522,9.345858
1206,4.799446,9.607522,-6.062144
1207,-5.826554,2.373522,-10.608144
1208,-7.056554,0.897522,-10.076144
1209,3.59304,-1.72368,11.673856
1210,6.669446,10.151524,2.203856
1211,-1.822554,-12.000478,2.253856
1212,3.427446,8.893522,-7.848144
1213,4.943448,-4.956478,10.177856
1214,-7.880554,1.911522,9.323856
1215,8.223446,9.101522,1.505856
1216,-6.316554,8.327522,-6.596144
1217,4.851446,-3.090476,10.945856
1218,-2.354554,7.053522,9.893856
1219,10.557448,6.443524,0.555856
1220,-12.182554,-1.888478,1.161856
1221,5.153446,6.973522,-8.856144
1222,-0.996554,-9.414478,8.009858
1223,0.707446,-9.43048,-8.022144
1224,2.931446,11.965522,1.467856
1225,7.393446,-7.768478,6.239856
1226,-7.940554,-7.076478,-6.390144
1227,11.247446,2.987522,4.313856
1228,-3.734554,-11.724478,1.637856
1229,7.283448,9.639522,-2.868144
1230,1.507446,-7.518478,-9.774144
1231,-2.916554,3.391524,-11.590146
1232,1.659446,9.519524,7.809856
1233,-2.428554,11.633522,3.641858
1234,-10.656556,-2.568478,-5.862144
1235,7.919446,3.269522,9.007856
1236,3.025446,-10.712478,-5.542144
1237,-7.042554,-8.638478,-5.524144
1238,4.283448,-11.046478,-3.792144
1239,10.977448,-5.840478,0.431856
1240,-4.908554,-6.996478,-9.048144
1241,-4.310554,-10.790478,4.467858
1242,8.685446,-6.362478,-6.256144
1243,-10.592554,-4.338478,-4.914144
1244,3.373446,-10.498478,5.801856
1245,4.219446,11.739522,-0.338144
1246,-0.640554,1.827522,-12.334144
1247,-9.446554,-1.734478,7.985858
1248,-0.466554,12.461524,0.743856
1249,2.437446,0.203522,-12.252144
1250,-10.906556,-6.096478,0.135856
1251,-9.080554,-3.710478,-7.760144
1252,1.585446,11.301524,5.131856
1253,-9.834554,0.577522,-7.720144
1254,9.311448,0.731522,8.333856
1255,12.225436,-1.066476,2.481858
1256,4.451446,9.699522,6.553856
1257,-4.308554,6.649522,9.713858
1258,3.531446,11.055522,4.747856
1259,-3.342554,12.019524,-1.344144
1260,-4.444554,-11.03448,-3.998144
1261,0.985446,-4.240478,11.771836
1262,-4.614554,-0.822478,-11.644144
1263,-4.744554,4.031522,-10.908144
1264,-2.742554,-8.578478,8.765858
1265,-5.814554,9.793522,-5.316144
1266,3.365446,-11.440478,4.009858
1267,-2.860554,10.653522,6.077856
1268,5.503446,-10.308478,4.733856
1269,4.619446,4.203522,-10.960144
1270,-10.304554,-6.088478,-3.986144
1271,7.013446,-10.316478,1.899856
1272,2.383446,-4.394478,-11.586144
1273,7.597446,-8.036478,-6.078144
1274,-12.010556,1.579522,3.537858
1275,7.967448,5.147522,8.329856
1276,-7.042554,9.797524,-3.732144
1277,-8.252554,9.553522,0.509858
1278,9.945446,-5.676478,5.343856
1279,12.12543,-3.476478,-0.792142
1280,-3.802554,9.497522,7.425858
1281,-1.180554,-12.578478,-0.552142
1282,11.439448,5.335522,-0.858142
1283,-9.038554,4.821522,-7.430144
1284,10.973446,5.671522,-2.770144
1285,-9.424554,7.471524,-3.956144
1286,11.903444,-4.188478,1.061858
1287,5.385446,8.541522,-7.642144
1288,11.057448,-0.766478,6.127858
1289,1.707448,11.087522,-5.882144
1290,5.859448,-8.636478,7.183856
1291,-7.740554,-4.712478,-8.856144
1292,-4.768554,-1.760476,11.615856
1293,6.211446,8.765522,6.737856
1294,4.895446,11.599524,1.539856
1295,-3.054554,11.607522,-4.106144
1296,-7.984554,8.483522,-5.024144
1297,12.627444,1.139522,-0.536144
1298,-0.092148,5.255928,11.551856
1299,9.369446,-0.526478,-8.556144
1300,-5.024554,-8.882478,7.567856
1301,7.463446,1.389522,-10.192144
1302,-9.266554,-8.37848,2.333856
1303,-2.304554,7.247522,-10.184144
1304,-5.196554,11.579524,-0.732144
1305,0.909446,-7.510478,10.225856
1306,-8.384554,-9.566478,-0.314144
1307,-5.032554,8.413522,-8.130144
1308,-1.654554,8.895524,8.963858
1309,-1.992554,0.34232,12.575852
1310,-5.614554,0.653522,11.415858
1311,-6.840554,-10.750478,0.135856
1312,6.513446,-5.820478,9.279858
1313,-2.480554,11.009524,-5.924144
1314,-3.026554,-12.318478,-1.268144
1315,9.823446,-1.178478,8.045856
1316,2.797448,11.915524,-3.608144
1317,-4.964554,-4.008478,-11.056144
1318,3.345446,-9.60048,-7.740144
1319,5.393446,-2.966478,-11.200144
1320,-12.358554,-3.240478,-0.316144
1321,-1.100554,11.963522,-4.366144
1322,-11.562554,5.155524,1.775856
1323,11.613448,-4.908478,-2.120144
1324,4.882244,2.231116,11.603858
1325,0.207448,8.925522,-9.156144
1326,5.751446,-11.414478,-0.452144
1327,9.989446,4.053522,-6.888144
1328,-7.534554,10.001522,2.643856
1329,12.613436,-1.646478,-1.416144
1330,-6.756554,-3.656476,-10.238144
1331,0.247446,-10.670478,7.069856
1332,-12.242554,3.279522,1.823856
1333,-0.180554,-2.046478,-12.640144
1334,-3.916554,-0.062478,12.193832
1335,-1.824554,-10.90248,6.469856
1336,-11.658554,5.183524,-1.128144
1337,-6.158554,-10.226478,-4.660144
1338,12.731448,0.567522,1.409856
1339,11.797426,-2.340476,-4.460144
1340,-12.600554,-0.360478,2.389856
1341,0.577446,-12.464478,2.997856
1342,-11.010554,1.579522,-6.400144
1343,-11.472556,-5.418478,1.931856
1344,3.645446,-8.182478,-9.192144
1345,-3.836554,12.237522,0.587856
1346,-0.288554,-12.780478,1.231858
1347,-0.402554,12.735524,-1.618142
1348,9.913446,8.033524,1.589858
1349,-1.930148,2.472318,12.479844
1350,-10.546554,7.321522,0.939856
1351,2.003852,2.745116,12.417832
1352,6.455446,-0.230478,-11.138144
1353,1.169446,12.831522,-0.356144
1354,7.829446,3.357522,-9.676144
1355,-3.640554,0.775522,-12.346144
1356,6.675448,-0.582478,11.019858
1357,10.767446,1.109522,7.013856
1358,-10.030554,-8.094478,0.497856
1359,4.457448,2.413522,-11.864144
1360,-10.542554,3.521522,-6.552144
1361,3.653446,11.123524,-5.422144
1362,1.787446,-2.568478,-12.520144
1363,-11.564554,-4.880478,-3.006144
1364,-7.920554,10.007522,-1.952144
1365,6.093446,-4.654478,-10.390144
1366,11.587446,4.979522,2.777856
1367,9.115446,5.997522,6.925858
1368,9.651448,8.589524,-0.318144
1369,-11.282554,-2.618478,5.749856
1370,7.257446,7.679524,-7.458144
1371,2.753446,10.739522,6.663856
1372,2.173446,8.639522,-9.388144
1373,-3.512554,9.801524,-7.698144
1374,-8.340554,-0.620478,-9.888144
1375,11.761446,1.273522,5.287858
1376,-11.018554,-6.580478,-1.790144
1377,-8.580554,-8.800478,4.159856
1378,6.483446,-8.172478,-7.730144
1379,-7.222554,-0.426478,10.785856
1380,9.125446,7.607522,-5.248144
1381,-2.112554,-1.540478,-12.730144
1382,-0.444554,12.701522,2.717858
1383,-2.680554,-9.530478,-8.420144
1384,6.183446,10.541522,4.431856
1385,10.023448,7.501522,3.507856
1386,9.681446,4.205522,7.591856
1387,2.831446,12.587522,-1.716144
1388,9.175448,-7.520478,5.357856
1389,-9.472554,8.773524,-1.680144
1390,-5.726554,-9.584478,-6.702144
1391,-10.480554,-6.010478,4.871856
1392,2.947446,7.793522,10.025856
1393,-0.208554,10.083522,8.259858
1394,-10.418554,0.001522,7.835858
1395,-7.728554,4.249524,-9.610144
1396,7.387448,-10.670478,-1.328144
1397,-4.566554,-8.870478,-8.410144
1398,0.157446,-12.894478,-2.002144
1399,-10.612554,-4.468478,6.143856
1400,-0.030554,0.233928,13.04985
1401,5.909446,5.623522,-10.190144
1402,0.609446,-12.442478,-3.900144
1403,6.307448,-9.552478,-6.288144
1404,9.925448,-8.488478,0.271856
1405,-1.896554,-6.222478,11.329856
1406,-8.886554,8.877524,3.591856
1407,-6.580554,-8.148478,-7.810144
1408,9.205446,-7.87848,-4.900144
1409,-5.966554,-5.706478,-10.132144
1410,-0.636554,-11.90248,-5.370144
1411,-10.280554,7.543522,2.903856
1412,8.507446,-9.000478,4.201856
1413,10.797448,4.385522,5.935856
1414,-0.064554,-11.010478,-7.068144
1415,7.591446,10.649522,0.395856
1416,-1.09696,-1.966884,12.889846
1417,-1.732554,9.559522,-8.768144
1418,11.107446,-2.934478,-6.268144
1419,-4.136554,-6.202478,-10.756144
1420,3.217448,-6.716478,-10.764144
1421,-4.576554,-7.998478,9.303856
1422,-12.982554,-0.060478,-1.728144
1423,-4.972554,8.309522,8.821858
1424,0.142242,2.22193,12.913834
1425,-8.508554,-9.032478,-4.216144
1426,6.095446,-11.280478,-2.712142
1427,-11.316556,4.931522,-4.410144
1428,-5.728554,-10.074478,6.131856
1429,-7.454554,-6.476478,8.625856
1430,9.939448,5.921522,-6.170144
1431,-10.042554,-8.300478,-1.486144
1432,10.811448,-2.552478,6.977858
1433,10.337446,-6.240478,-5.128144
1434,-12.236556,-2.928478,-3.716144
1435,-10.756554,3.665522,6.571858
1436,11.923434,1.613522,-5.254144
1437,-3.356554,-7.884478,-9.948144
1438,-11.874554,1.137522,5.491858
1439,12.241426,-0.388478,-4.740144
1440,-2.046554,12.683524,-2.744144
1441,2.731854,-0.35407,12.84584
1442,7.007446,4.697524,10.071858
1443,-1.118554,-12.446478,4.067856
1444,2.565854,-3.258478,12.475846
1445,-8.462554,5.303522,8.563856
1446,-9.544554,3.505522,8.351856
1447,4.329446,-4.854478,-11.438144
1448,-13.152554,0.371522,0.233856
1449,-6.742554,-0.918478,-11.264144
1450,-12.104556,-5.056478,-1.088144
1451,9.161448,-8.900478,-3.182144
1452,7.259448,-7.322478,8.183856
1453,8.745448,-4.888478,8.541856
1454,8.835448,-6.662478,7.135856
1455,-7.832554,8.555522,6.231858
1456,-7.052554,11.073522,1.021856
1457,-12.214554,3.319522,-3.634144
1458,5.713446,-11.446478,3.129856
1459,-4.860554,10.595522,6.131856
1460,-6.706554,8.189522,7.839858
1461,4.901448,-1.242478,-12.166144
1462,5.137448,-6.416478,-10.302146
1463,-5.820554,0.765522,-11.802146
1464,-3.938554,-10.384478,-7.116144
1465,-9.046554,-5.482478,7.881856
1466,-9.680554,5.581522,7.011856
1467,2.099448,-12.786478,-2.482144
1468,6.721446,-4.134478,10.573856
1469,13.019442,0.149522,-2.218144
1470,-5.948554,10.909524,4.481858
1471,-8.310554,7.043522,7.481858
1472,9.063446,8.883522,-3.708144
1473,-6.440554,11.323522,-2.276144
1474,-3.424554,8.691522,-9.364144
1475,12.323428,4.235524,-2.276144
1476,-3.084554,-1.790478,12.739852
1477,-10.868556,7.459522,-1.122142
1478,1.563446,-13.12448,-0.578144
1479,-5.880554,5.609522,-10.442144
1480,-8.976554,1.255522,-9.640144
1481,-12.432554,-1.834478,4.163856
1482,10.837446,-1.370478,-7.482144
1483,8.967448,4.609522,-8.592144
1484,-3.940554,-3.526478,12.147842
